,objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
1386,1387,New Brunswick,Caribou Wind Park,99.0,CWP30,30/33,3000.0,90.0,80.0,Vestas,V90,2009,47.425,-66.479,
1387,1388,New Brunswick,Caribou Wind Park,99.0,CWP31,31/33,3000.0,90.0,80.0,Vestas,V90,2009,47.427,-66.47,
1388,1389,New Brunswick,Caribou Wind Park,99.0,CWP32,32/33,3000.0,90.0,80.0,Vestas,V90,2009,47.429,-66.456,
1389,1390,New Brunswick,Caribou Wind Park,99.0,CWP33,33/33,3000.0,90.0,80.0,Vestas,V90,2009,47.428,-66.45,
1390,1391,New Brunswick,Kent Hills 2,167.25,KHW33,33/55,3000.0,90.0,80.0,Vestas,V90,2010,45.8273428,-64.8945593,
1391,1392,New Brunswick,Kent Hills 2,167.25,KHW34,34/55,3000.0,90.0,80.0,Vestas,V90,2010,45.8237315,-64.8934794,
1392,1393,New Brunswick,Kent Hills 2,167.25,KHW35,35/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7919706,-64.8936766,
1393,1394,New Brunswick,Kent Hills 2,167.25,KHW36,36/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7847213,-64.8875857,
1394,1395,New Brunswick,Kent Hills 2,167.25,KHW37,37/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7820381,-64.8858137,
1395,1396,New Brunswick,Kent Hills 2,167.25,KHW38,38/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7791058,-64.8802344,
1396,1397,New Brunswick,Kent Hills 2,167.25,KHW39,39/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7764331,-64.8783764,
1397,1398,New Brunswick,Kent Hills 2,167.25,KHW40,40/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7735953,-64.8764978,
1398,1399,New Brunswick,Kent Hills 2,167.25,KHW41,41/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7880023,-64.9476233,
1399,1400,New Brunswick,Kent Hills 2,167.25,KHW42,42/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7839338,-64.9473547,
1400,1401,New Brunswick,Kent Hills 2,167.25,KHW43,43/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7797272,-64.9471319,
1401,1402,New Brunswick,Kent Hills 2,167.25,KHW44,44/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7743314,-64.9488607,
1402,1403,New Brunswick,Kent Hills 2,167.25,KHW45,45/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7688019,-64.9509487,
1403,1404,New Brunswick,Kent Hills 2,167.25,KHW46,46/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7648747,-64.95036,
1404,1405,New Brunswick,Kent Hills 2,167.25,KHW47,47/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7718467,-64.9300993,
1405,1406,New Brunswick,Kent Hills 2,167.25,KHW48,48/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7686711,-64.928039,
1406,1407,New Brunswick,Kent Hills 2,167.25,KHW49,49/55,3000.0,90.0,80.0,Vestas,V90,2010,45.756475,-64.9391562,
1407,1408,New Brunswick,Kent Hills 2,167.25,KHW50,50/55,3000.0,90.0,80.0,Vestas,V90,2010,45.7539978,-64.937218,
1408,1409,New Brunswick,Lamèque Wind Power Project,45.0,LWP1,1/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8758797,-64.6152294,
1409,1410,New Brunswick,Lamèque Wind Power Project,45.0,LWP2,2/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.873199,-64.6120108,
1410,1411,New Brunswick,Lamèque Wind Power Project,45.0,LWP3,3/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.869904,-64.6114587,
1411,1412,New Brunswick,Lamèque Wind Power Project,45.0,LWP4,4/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8666117,-64.6109266,
1412,1413,New Brunswick,Lamèque Wind Power Project,45.0,LWP5,5/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8697589,-64.6237745,
1413,1414,New Brunswick,Lamèque Wind Power Project,45.0,LWP6,6/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8668839,-64.6230229,
1414,1415,New Brunswick,Lamèque Wind Power Project,45.0,LWP7,7/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8641408,-64.620344,
1415,1416,New Brunswick,Lamèque Wind Power Project,45.0,LWP8,8/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8615008,-64.6197118,
1416,1417,New Brunswick,Lamèque Wind Power Project,45.0,LWP9,9/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8643905,-64.6005766,
1417,1418,New Brunswick,Lamèque Wind Power Project,45.0,LWP10,10/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8560192,-64.5991772,
1418,1419,New Brunswick,Lamèque Wind Power Project,45.0,LWP11,11/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8514474,-64.6199419,
1419,1420,New Brunswick,Lamèque Wind Power Project,45.0,LWP12,12/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8493075,-64.6186385,
1420,1421,New Brunswick,Lamèque Wind Power Project,45.0,LWP13,13/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8463313,-64.6153284,
1421,1422,New Brunswick,Lamèque Wind Power Project,45.0,LWP14,14/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8438667,-64.6242923,
1422,1423,New Brunswick,Lamèque Wind Power Project,45.0,LWP15,15/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8409087,-64.6235119,
1423,1424,New Brunswick,Lamèque Wind Power Project,45.0,LWP16,16/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8378441,-64.6189261,
1424,1425,New Brunswick,Lamèque Wind Power Project,45.0,LWP17,17/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8339676,-64.653227,
1425,1426,New Brunswick,Lamèque Wind Power Project,45.0,LWP18,18/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8382994,-64.6543313,
1426,1427,New Brunswick,Lamèque Wind Power Project,45.0,LWP19,19/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8421825,-64.646129,
1427,1428,New Brunswick,Lamèque Wind Power Project,45.0,LWP20,20/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.838235,-64.6327536,
1428,1429,New Brunswick,Lamèque Wind Power Project,45.0,LWP21,21/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8360371,-64.6307007,
1429,1430,New Brunswick,Lamèque Wind Power Project,45.0,LWP22,22/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8338297,-64.6286604,
1430,1431,New Brunswick,Lamèque Wind Power Project,45.0,LWP23,23/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.832886,-64.6387916,
1431,1432,New Brunswick,Lamèque Wind Power Project,45.0,LWP24,24/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8298167,-64.6372907,
1432,1433,New Brunswick,Lamèque Wind Power Project,45.0,LWP25,25/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8270083,-64.6361839,
1433,1434,New Brunswick,Lamèque Wind Power Project,45.0,LWP26,26/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8245685,-64.6509718,
1434,1435,New Brunswick,Lamèque Wind Power Project,45.0,LWP27,27/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8220459,-64.6495392,
1435,1436,New Brunswick,Lamèque Wind Power Project,45.0,LWP28,28/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8192037,-64.6479736,
1436,1437,New Brunswick,Lamèque Wind Power Project,45.0,LWP29,29/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8168126,-64.6471204,
1437,1438,New Brunswick,Lamèque Wind Power Project,45.0,LWP30,30/30,1500.0,77.0,80.0,Acciona Wind Power,AW-1500/77,2011,47.8144138,-64.6462637,
1438,1439,New Brunswick,Cap-Pelé,2.35,CAP1,1/1,2350.0,92.0,98.0,Enercon,E-92,2018,46.1796214,-64.2385324,
1439,1440,New Brunswick,Kent Hills 3,167.25,KHW51,51/55,3300.0,126.0,117.0,Vestas,V126,2018,45.8003973,-64.8345324,
1440,1441,New Brunswick,Kent Hills 3,167.25,KHW52,52/55,3300.0,126.0,117.0,Vestas,V126,2018,45.7965559,-64.8354996,
1441,1442,New Brunswick,Kent Hills 3,167.25,KHW57,53/55,3300.0,126.0,117.0,Vestas,V126,2018,45.7575856,-64.9640855,
1442,1443,New Brunswick,Kent Hills 3,167.25,KHW58,54/55,3300.0,126.0,117.0,Vestas,V126,2018,45.7515448,-64.9594669,
1443,1444,New Brunswick,Kent Hills 3,167.25,KHW59,55/55,3300.0,126.0,117.0,Vestas,V126,2018,45.744931,-64.9492784,
1444,1445,Newfoundland and Labrador,Ramea,0.39,RAM1,1/6,65.0,15.5,24.5,Windmatic,WM15S,2004,47.523405,-57.398304,
1445,1446,Newfoundland and Labrador,Ramea,0.39,RAM2,2/6,65.0,15.5,24.5,Windmatic,WM15S,2004,47.523086,-57.397821,
1446,1447,Newfoundland and Labrador,Ramea,0.39,RAM3,3/6,65.0,15.5,24.5,Windmatic,WM15S,2004,47.522779,-57.397676,
1447,1448,Newfoundland and Labrador,Ramea,0.39,RAM4,4/6,65.0,15.5,24.5,Windmatic,WM15S,2004,47.522462,-57.398825,
1448,1449,Newfoundland and Labrador,Ramea,0.39,RAM5,5/6,65.0,15.5,24.5,Windmatic,WM15S,2004,47.522229,-57.398471,
1449,1450,Newfoundland and Labrador,Ramea,0.39,RAM6,6/6,65.0,15.5,24.5,Windmatic,WM15S,2004,47.522256,-57.397244,
1450,1451,Newfoundland and Labrador,,27.0,STL1,1/9,3000.0,90.0,80.0,Vestas,V90,2008,46.968007,-55.428683,
1451,1452,Newfoundland and Labrador,St. Lawrence,27.0,STL2,2/9,3000.0,90.0,80.0,Vestas,V90,2008,46.965958,-55.426824,
1452,1453,Newfoundland and Labrador,St. Lawrence,27.0,STL3,3/9,3000.0,90.0,80.0,Vestas,V90,2008,46.963797,-55.425298,
1453,1454,Newfoundland and Labrador,St. Lawrence,27.0,STL4,4/9,3000.0,90.0,80.0,Vestas,V90,2008,46.961292,-55.426575,
1454,1455,Newfoundland and Labrador,St. Lawrence,27.0,STL5,5/9,3000.0,90.0,80.0,Vestas,V90,2008,46.958974,-55.422809,
1455,1456,Newfoundland and Labrador,St. Lawrence,27.0,STL6,6/9,3000.0,90.0,80.0,Vestas,V90,2008,46.956083,-55.432136,
1456,1457,Newfoundland and Labrador,St. Lawrence,27.0,STL7,7/9,3000.0,90.0,80.0,Vestas,V90,2008,46.953709,-55.431985,
1457,1458,Newfoundland and Labrador,St. Lawrence,27.0,STL8,8/9,3000.0,90.0,80.0,Vestas,V90,2008,46.951246,-55.430778,
1458,1459,Newfoundland and Labrador,St. Lawrence,27.0,STL9,9/9,3000.0,90.0,80.0,Vestas,V90,2008,46.972828,-55.42759,
1459,1460,Newfoundland and Labrador,Fermeuse,27.0,FEW1,1/9,3000.0,90.0,80.0,Vestas,V90,2009,46.989586,-53.017913,
1460,1461,Newfoundland and Labrador,Fermeuse,27.0,FEW2,2/9,3000.0,90.0,80.0,Vestas,V90,2009,46.988596,-53.013315,
1461,1462,Newfoundland and Labrador,Fermeuse,27.0,FEW3,3/9,3000.0,90.0,80.0,Vestas,V90,2009,46.986463,-53.010742,
1462,1463,Newfoundland and Labrador,Fermeuse,27.0,FEW4,4/9,3000.0,90.0,80.0,Vestas,V90,2009,46.984552,-53.007956,
1463,1464,Newfoundland and Labrador,Fermeuse,27.0,FEW5,5/9,3000.0,90.0,80.0,Vestas,V90,2009,46.983373,-53.004918,
1464,1465,Newfoundland and Labrador,Fermeuse,27.0,FEW6,6/9,3000.0,90.0,80.0,Vestas,V90,2009,46.981144,-53.002098,
1465,1466,Newfoundland and Labrador,Fermeuse,27.0,FEW7,7/9,3000.0,90.0,80.0,Vestas,V90,2009,46.97253,-52.977666,
1466,1467,Newfoundland and Labrador,Fermeuse,27.0,FEW8,8/9,3000.0,90.0,80.0,Vestas,V90,2009,46.971025,-52.973944,
1467,1468,Newfoundland and Labrador,Fermeuse,27.0,FEW9,9/9,3000.0,90.0,80.0,Vestas,V90,2009,46.969893,-52.970072,
1468,1469,Newfoundland and Labrador,Ramea Wind Diesel,0.3,RWD1,1/3,100.0,15.0,25.0,Northwind,100B,2010,47.526864,-57.389697,
1469,1470,Newfoundland and Labrador,Ramea Wind Diesel,0.3,RWD2,2/3,100.0,15.0,25.0,Northwind,100B,2010,47.526602,-57.38893,
1470,1471,Newfoundland and Labrador,Ramea Wind Diesel,0.3,RWD3,3/3,100.0,15.0,25.0,Northwind,100B,2010,47.526883,-57.387321,
1471,1472,Northwest Territories,Diavik Mine Wind Farm,9.2,DIM1,1/4,2300.0,71.0,64.0,Enercon,E-70,2012,64.49412,-110.334604,
1472,1473,Northwest Territories,Diavik Mine Wind Farm,9.2,DIM2,2/4,2300.0,71.0,64.0,Enercon,E-70,2012,64.493746,-110.34204,
1473,1474,Northwest Territories,Diavik Mine Wind Farm,9.2,DIM3,3/4,2300.0,71.0,64.0,Enercon,E-70,2012,64.489958,-110.342319,
1474,1475,Northwest Territories,Diavik Mine Wind Farm,9.2,DIM4,4/4,2300.0,71.0,64.0,Enercon,E-70,2012,64.484569,-110.33456,
1475,1476,Nova Scotia,Little Brook,0.6,LIB1,1/1,600.0,48.0,50.0,Turbowinds,T600-48,2002,44.299,-66.097,Hub height approximated from manufacturer specifications
1476,1477,Nova Scotia,Brookfield,0.6,BRD1,1/1,600.0,48.0,50.0,Turbowinds,T600-48,2005,45.267193,-63.251702,Hub height approximated from manufacturer specifications
1477,1478,Nova Scotia,Glace Bay & Donkin,1.6,GBD1,1/2,800.0,48.0,50.0,Enercon,E-48/800,2005,46.2177852243373,-59.9811229698099,
1478,1479,Nova Scotia,Glace Bay & Donkin,1.6,GBD2,2/2,800.0,48.0,50.0,Enercon,E-48/800,2005,46.1848109688585,-59.8971743991076,
1479,1480,Nova Scotia,Goodwood,0.6,GWO1,1/1,600.0,48.0,50.0,Turbowinds,T600-48,2005,44.607785,-63.678278,Turbine height approximated from manufacturer specifications
1480,1481,Nova Scotia,Springhill,2.1,SPG1,1/2,1200.0,62.0,69.0,Vensys,V62,2005,45.611156,-64.023987,
1481,1482,Nova Scotia,Digby Limited,0.8,DBL1,1/20,800.0,48.0,50.0,Enercon,E-48/800,2006,44.649192,-65.799676,Turbine height approximated from manufacturer specifications
1482,1483,Nova Scotia,Fitzpatrick Mountain,1.6,FZM1,1/2,800.0,48.0,50.0,Enercon,E-48/800,2006,45.627252,-62.898996,
1483,1484,Nova Scotia,Fitzpatrick Mountain,1.6,FZM2,2/2,800.0,48.0,50.0,Enercon,E-48/800,2006,45.626121,-62.901494,
1484,1485,Nova Scotia,Higgins Mountain,3.6,HIG1,1/3,1200.0,62.0,69.0,Vensys,V62,2006,45.600387946984,-63.6301830326123,
1485,1486,Nova Scotia,Higgins Mountain,3.6,HIG2,2/3,1200.0,62.0,69.0,Vensys,V62,2006,45.5888312042788,-63.6139343604649,
1486,1487,Nova Scotia,Higgins Mountain,3.6,HIG3,3/3,1200.0,62.0,69.0,Vensys,V62,2006,45.5756040349444,-63.6169991129963,
1487,1488,Nova Scotia,Lingan,18.4,LIN1,1/8,2300.0,70.0,98.0,Enercon,E-70/2300,2006,46.2471174356348,-60.0516405734452,
1488,1489,Nova Scotia,Lingan,18.4,LIN2,2/8,2300.0,70.0,98.0,Enercon,E-70/2300,2006,46.247258725705,-60.0475766987406,
1489,1490,Nova Scotia,Lingan,18.4,LIN3,3/8,2300.0,70.0,98.0,Enercon,E-70/2300,2006,46.2461125492006,-60.0422252434326,
1490,1491,Nova Scotia,Lingan,18.4,LIN4,4/8,2300.0,70.0,98.0,Enercon,E-70/2300,2006,46.2448868824531,-60.0389123618587,
1491,1492,Nova Scotia,Lingan,18.4,LIN5,5/8,2300.0,70.0,98.0,Enercon,E-70/2300,2006,46.2432537896949,-60.0342076171479,
1492,1493,Nova Scotia,Lingan,18.4,LIN6,6/8,2300.0,70.0,98.0,Enercon,E-70/2300,2006,46.2420033789217,-60.0320729701235,
1493,1494,Nova Scotia,Lingan,18.4,LIN7,7/8,2300.0,70.0,98.0,Enercon,E-70/2300,2006,46.2421587194502,-60.0292139822243,
1494,1495,Nova Scotia,Marshville Limited,0.8,MVL1,1/1,800.0,48.0,50.0,Enercon,E-48/800,2006,45.757647,-63.102166,Hub height approximated from manufacturer specifications
1495,1496,Nova Scotia,Point Tupper,22.8,POT1,1/12,800.0,48.0,50.0,Enercon,E-48/800,2006,45.5757736456319,-61.3383669755015,
1496,1497,Nova Scotia,Springhill,2.1,SPG2,2/2,900.0,52.0,50.0,EWT,DW52,2006,45.599781,-64.0135678,
1497,1498,Nova Scotia,Tiverton Riverhurst,0.9,TIR1,1/1,900.0,54.0,75.0,EWT,DW54,2006,44.407,-66.189249,Turbine height assumed from turbine model
1498,1499,Nova Scotia,Dalhousie Mountain,51.0,DAL1,1/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5804447829543,-62.9401441751291,
1499,1500,Nova Scotia,Dalhousie Mountain,51.0,DAL2,2/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5823315272272,-62.9438181358219,
1500,1501,Nova Scotia,Dalhousie Mountain,51.0,DAL3,3/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5852923124013,-62.9464174297547,
1501,1502,Nova Scotia,Dalhousie Mountain,51.0,DAL4,4/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5823578939351,-62.9494962273809,
1502,1503,Nova Scotia,Dalhousie Mountain,51.0,DAL5,5/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5788235024502,-62.9582580770977,
1503,1504,Nova Scotia,Dalhousie Mountain,51.0,DAL6,6/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5736148291992,-62.9619403844494,
1504,1505,Nova Scotia,Dalhousie Mountain,51.0,DAL7,7/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5643425902257,-62.9510240248614,
1505,1506,Nova Scotia,Dalhousie Mountain,51.0,DAL8,8/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5667100950023,-62.9476734029105,
1506,1507,Nova Scotia,Dalhousie Mountain,51.0,DAL9,9/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5695631427716,-62.944821719904,
1507,1508,Nova Scotia,Dalhousie Mountain,51.0,DAL10,10/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5705967457152,-62.9502302848226,
1508,1509,Nova Scotia,Dalhousie Mountain,51.0,DAL11,11/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5748612254214,-62.9479432781871,
1509,1510,Nova Scotia,Dalhousie Mountain,51.0,DAL12,12/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5654203825017,-62.9598953355043,
1510,1511,Nova Scotia,Dalhousie Mountain,51.0,DAL13,13/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5679877842543,-62.9563067971951,
1511,1512,Nova Scotia,Dalhousie Mountain,51.0,DAL14,14/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5721064917342,-62.9553645748856,
1512,1513,Nova Scotia,Dalhousie Mountain,51.0,DAL15,15/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5698573757782,-62.9622529663027,
1513,1514,Nova Scotia,Dalhousie Mountain,51.0,DAL16,16/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5698573058312,-62.9675411628137,
1514,1515,Nova Scotia,Dalhousie Mountain,51.0,DAL17,17/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.573303265928,-62.9690429586974,
1515,1516,Nova Scotia,Dalhousie Mountain,51.0,DAL18,18/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5927567518904,-62.9630570527765,
1516,1517,Nova Scotia,Dalhousie Mountain,51.0,DAL19,19/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5892388105344,-62.966991091083,
1517,1518,Nova Scotia,Dalhousie Mountain,51.0,DAL20,20/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5860113641563,-62.970850537331,
1518,1519,Nova Scotia,Dalhousie Mountain,51.0,DAL21,21/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5829334793646,-62.9752547253367,
1519,1520,Nova Scotia,Dalhousie Mountain,51.0,DAL22,22/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5775315409345,-62.970796643723,
1520,1521,Nova Scotia,Dalhousie Mountain,51.0,DAL23,23/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5751400917419,-62.9759545638001,
1521,1522,Nova Scotia,Dalhousie Mountain,51.0,DAL24,24/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5722114858498,-62.980786504061,
1522,1523,Nova Scotia,Dalhousie Mountain,51.0,DAL25,25/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5688588233252,-62.9844428091973,
1523,1524,Nova Scotia,Dalhousie Mountain,51.0,DAL26,26/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5667379220663,-62.9905672970505,
1524,1525,Nova Scotia,Dalhousie Mountain,51.0,DAL27,27/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5665567835966,-62.9959822660636,
1525,1526,Nova Scotia,Dalhousie Mountain,51.0,DAL28,28/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.569832757659,-62.9989144824109,
1526,1527,Nova Scotia,Dalhousie Mountain,51.0,DAL29,29/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5686695931459,-63.0048273562466,
1527,1528,Nova Scotia,Dalhousie Mountain,51.0,DAL30,30/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.560779876195,-62.987403879499,
1528,1529,Nova Scotia,Dalhousie Mountain,51.0,DAL31,31/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5561382278607,-62.9850922971204,
1529,1530,Nova Scotia,Dalhousie Mountain,51.0,DAL32,32/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5518955737633,-62.977466065375,
1530,1531,Nova Scotia,Dalhousie Mountain,51.0,DAL33,33/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5471577835941,-62.975599500267,
1531,1532,Nova Scotia,Dalhousie Mountain,51.0,DAL34,34/34,1500.0,77.0,80.0,GE,GE 1.5SLE,2009,45.5431136774609,-62.9779873815693,
1532,1533,Nova Scotia,Digby Neck,30.0,DIG1,1/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.6043565953198,-65.9444286897598,
1533,1534,Nova Scotia,Digby Neck,30.0,DIG2,2/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.6007678145739,-65.9508213255448,
1534,1535,Nova Scotia,Digby Neck,30.0,DIG3,3/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5970726074659,-65.9544594805283,
1535,1536,Nova Scotia,Digby Neck,30.0,DIG4,4/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.594488091232,-65.9569435575633,
1536,1537,Nova Scotia,Digby Neck,30.0,DIG5,5/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.6048804927392,-65.935635690671,
1537,1538,Nova Scotia,Digby Neck,30.0,DIG6,6/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.6025804578521,-65.9395448198904,
1538,1539,Nova Scotia,Digby Neck,30.0,DIG7,7/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.6007082472136,-65.9424814198344,
1539,1540,Nova Scotia,Digby Neck,30.0,DIG8,8/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5968580127021,-65.9492452018429,
1540,1541,Nova Scotia,Digby Neck,30.0,DIG9,9/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5937046715721,-65.9539946535759,
1541,1542,Nova Scotia,Digby Neck,30.0,DIG10,10/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5920527172473,-65.9595849394282,
1542,1543,Nova Scotia,Digby Neck,30.0,DIG11,11/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.589890169817,-65.9581086917651,
1543,1544,Nova Scotia,Digby Neck,30.0,DIG12,12/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5882320113702,-65.9552257438762,
1544,1545,Nova Scotia,Digby Neck,30.0,DIG13,13/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5896668501096,-65.9527024051507,
1545,1546,Nova Scotia,Digby Neck,30.0,DIG14,14/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5912370338002,-65.9501741058241,
1546,1547,Nova Scotia,Digby Neck,30.0,DIG15,15/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5926020516965,-65.9476821705901,
1547,1548,Nova Scotia,Digby Neck,30.0,DIG16,16/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5937383534092,-65.9451361929762,
1548,1549,Nova Scotia,Digby Neck,30.0,DIG17,17/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5947844168941,-65.9424342278685,
1549,1550,Nova Scotia,Digby Neck,30.0,DIG18,18/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5959659499255,-65.9399490833132,
1550,1551,Nova Scotia,Digby Neck,30.0,DIG19,19/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.5989432649872,-65.937245706715,
1551,1552,Nova Scotia,Digby Neck,30.0,DIG20,20/20,1500.0,77.0,80.0,GE,GE 1.5SLE,2010,44.6013236236658,-65.9354171452176,
1552,1553,Nova Scotia,Maryvale,6.0,MAR1,1/4,1500.0,77.0,85.0,Vensys,V77,2010,45.7328785350398,-62.0655277347474,
1553,1554,Nova Scotia,Maryvale,6.0,MAR2,2/4,1500.0,77.0,85.0,Vensys,V77,2010,45.730333182381,-62.0626139739526,
1554,1555,Nova Scotia,Maryvale,6.0,MAR3,3/4,1500.0,77.0,85.0,Vensys,V77,2010,45.7279622661832,-62.065094865591,
1555,1556,Nova Scotia,Maryvale,6.0,MAR4,4/4,1500.0,77.0,85.0,Vensys,V77,2010,45.7283690211959,-62.0685246574062,
1556,1557,Nova Scotia,Nuttby,50.6,NUT1,1/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5553897589621,-63.2042567246121,
1557,1558,Nova Scotia,Nuttby,50.6,NUT2,2/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.558152766975,-63.2065036986527,
1558,1559,Nova Scotia,Nuttby,50.6,NUT3,3/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5596401820188,-63.2007589103204,
1559,1560,Nova Scotia,Nuttby,50.6,NUT4,4/22,2300.0,82.0,78.0,Enercon,E-82/2300,2010,45.5667108179901,-63.2026495475391,
