,objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes
3613,3614,Ontario,Bow Lake Wind Project,58.32,BOL29,29/36,1620.0,100.0,96.0,GE,GE 1.6-100,2015,47.1923257059376,-84.4966672456826,Turbines uprated from 1600 kW
3614,3615,Ontario,Bow Lake Wind Project,58.32,BOL30,30/36,1620.0,100.0,96.0,GE,GE 1.6-100,2015,47.1859537480752,-84.5148247859984,Turbines uprated from 1600 kW
3615,3616,Ontario,Bow Lake Wind Project,58.32,BOL31,31/36,1620.0,100.0,96.0,GE,GE 1.6-100,2015,47.1880724379291,-84.5111846429618,Turbines uprated from 1600 kW
3616,3617,Ontario,Bow Lake Wind Project,58.32,BOL32,32/36,1620.0,100.0,96.0,GE,GE 1.6-100,2015,47.1903346254996,-84.5051188143511,Turbines uprated from 1600 kW
3617,3618,Ontario,Bow Lake Wind Project,58.32,BOL33,33/36,1620.0,100.0,96.0,GE,GE 1.6-100,2015,47.1813471991581,-84.5083436365514,Turbines uprated from 1600 kW
3618,3619,Ontario,Bow Lake Wind Project,58.32,BOL34,34/36,1620.0,100.0,96.0,GE,GE 1.6-100,2015,47.1858507164148,-84.5048972433395,Turbines uprated from 1600 kW
3619,3620,Ontario,Bow Lake Wind Project,58.32,BOL35,35/36,1620.0,100.0,96.0,GE,GE 1.6-100,2015,47.1880005964157,-84.5006938501525,Turbines uprated from 1600 kW
3620,3621,Ontario,Bow Lake Wind Project,58.32,BOL36,36/36,1620.0,100.0,96.0,GE,GE 1.6-100,2015,47.1820787562734,-84.5015591694661,Turbines uprated from 1600 kW
3621,3622,Ontario,Cedar Point,100.0,CED1,1/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1681513582753,-81.943374886078,
3622,3623,Ontario,Cedar Point,100.0,CED2,2/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1625431642248,-81.9425738400795,
3623,3624,Ontario,Cedar Point,100.0,CED3,3/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1593433831004,-81.9488898062037,
3624,3625,Ontario,Cedar Point,100.0,CED4,4/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1535785689079,-81.9440213059791,
3625,3626,Ontario,Cedar Point,100.0,CED5,5/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1506240813026,-81.9495733678914,
3626,3627,Ontario,Cedar Point,100.0,CED6,6/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1437014316379,-81.9485700659651,
3627,3628,Ontario,Cedar Point,100.0,CED7,7/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1293774049692,-81.9483010519646,
3628,3629,Ontario,Cedar Point,100.0,CED8,8/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1246094387396,-81.951176773217,
3629,3630,Ontario,Cedar Point,100.0,CED9,9/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1520242021895,-81.969394359779,
3630,3631,Ontario,Cedar Point,100.0,CED10,10/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.14669009341,-81.9680017076194,
3631,3632,Ontario,Cedar Point,100.0,CED11,11/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1189426489506,-81.9756883310996,
3632,3633,Ontario,Cedar Point,100.0,CED12,12/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1146699648636,-81.9691246548472,
3633,3634,Ontario,Cedar Point,100.0,CED13,13/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1111795445764,-81.9770015422367,
3634,3635,Ontario,Cedar Point,100.0,CED14,14/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1052022180942,-81.9726345533604,
3635,3636,Ontario,Cedar Point,100.0,CED15,15/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.083977347883,-81.9764053045622,
3636,3637,Ontario,Cedar Point,100.0,CED16,16/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.086911099002,-81.9641955701273,
3637,3638,Ontario,Cedar Point,100.0,CED17,17/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1446635006658,-81.9945479297664,
3638,3639,Ontario,Cedar Point,100.0,CED18,18/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1371607192093,-81.9930784827702,
3639,3640,Ontario,Cedar Point,100.0,CED19,19/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1319881578328,-81.9954597367681,
3640,3641,Ontario,Cedar Point,100.0,CED20,20/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1245730610001,-81.9938750953994,
3641,3642,Ontario,Cedar Point,100.0,CED21,21/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1188348652058,-82.0019317435574,
3642,3643,Ontario,Cedar Point,100.0,CED22,22/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1313436005226,-82.0307605520099,
3643,3644,Ontario,Cedar Point,100.0,CED23,23/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1337388034709,-82.0239958070118,
3644,3645,Ontario,Cedar Point,100.0,CED24,24/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1295912989587,-82.0218263541105,
3645,3646,Ontario,Cedar Point,100.0,CED25,25/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1247613342957,-82.0253291103321,
3646,3647,Ontario,Cedar Point,100.0,CED26,26/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1141772119502,-82.029454061979,
3647,3648,Ontario,Cedar Point,100.0,CED27,27/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1100602890052,-82.0640067467325,
3648,3649,Ontario,Cedar Point,100.0,CED28,28/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1115670516768,-82.0572099540576,
3649,3650,Ontario,Cedar Point,100.0,CED29,29/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1092876278272,-82.050767751332,
3650,3651,Ontario,Cedar Point,100.0,CED30,30/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0919355178458,-82.09604012849,
3651,3652,Ontario,Cedar Point,100.0,CED31,31/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0937771244644,-82.0785158336546,
3652,3653,Ontario,Cedar Point,100.0,CED32,32/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0911191095088,-82.0714835551045,
3653,3654,Ontario,Cedar Point,100.0,CED33,33/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0942767515307,-82.0628053137542,
3654,3655,Ontario,Cedar Point,100.0,CED34,34/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0827015892028,-82.0532683072905,
3655,3656,Ontario,Cedar Point,100.0,CED35,35/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0662534346996,-82.128892480662,
3656,3657,Ontario,Cedar Point,100.0,CED36,36/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0610643756973,-82.1250564272883,
3657,3658,Ontario,Cedar Point,100.0,CED37,37/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0714596936523,-82.1078699498394,
3658,3659,Ontario,Cedar Point,100.0,CED38,38/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0705647701241,-82.0988366886452,
3659,3660,Ontario,Cedar Point,100.0,CED39,39/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0639211078872,-82.0946008928794,
3660,3661,Ontario,Cedar Point,100.0,CED40,40/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.060099085312,-82.0738806301986,
3661,3662,Ontario,Cedar Point,100.0,CED41,41/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0671329697153,-82.0674104900197,
3662,3663,Ontario,Cedar Point,100.0,CED42,42/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0630544119755,-82.0645572279586,
3663,3664,Ontario,Cedar Point,100.0,CED43,43/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.059067745556,-82.0603566713994,
3664,3665,Ontario,Cedar Point,100.0,CED44,44/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0456563642081,-82.0553634192014,
3665,3666,Ontario,Cedar Point,100.0,CED45,45/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.0449214637552,-82.0617567102296,
3666,3667,Ontario,Cedar Point,100.0,CED46,46/46,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.1200935964249,-82.0201345185836,
3667,3668,Ontario,East Durham,22.4,EDU1,1/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.1894183592302,-80.6415953397588,
3668,3669,Ontario,East Durham,22.4,EDU2,2/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.1933974466957,-80.6556138381861,
3669,3670,Ontario,East Durham,22.4,EDU3,3/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.1955260325302,-80.6532916468769,
3670,3671,Ontario,East Durham,22.4,EDU4,4/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.1935382520176,-80.6787348907512,
3671,3672,Ontario,East Durham,22.4,EDU5,5/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.2019371888483,-80.6770970920119,
3672,3673,Ontario,East Durham,22.4,EDU6,6/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.2031999489108,-80.684392822113,
3673,3674,Ontario,East Durham,22.4,EDU7,7/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.2053814386823,-80.7158136010305,
3674,3675,Ontario,East Durham,22.4,EDU8,8/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.1988056275789,-80.7120095934019,
3675,3676,Ontario,East Durham,22.4,EDU9,9/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.1981847981095,-80.7068161511848,
3676,3677,Ontario,East Durham,22.4,EDU10,10/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.1993167469517,-80.7026040552762,
3677,3678,Ontario,East Durham,22.4,EDU11,11/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.1831005711751,-80.7156800131663,
3678,3679,Ontario,East Durham,22.4,EDU12,12/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.2324387868745,-80.6540849716684,
3679,3680,Ontario,East Durham,22.4,EDU13,13/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.2311123932671,-80.6501403469148,
3680,3681,Ontario,East Durham,22.4,EDU14,14/14,1600.0,100.0,80.0,GE,GE 1.6-100,2015,44.2296828055001,-80.6601944398276,
3681,3682,Ontario,Ernestown,10.0,ERN1,1/5,2000.0,82.0,98.0,Enercon,E-82/2000,2015,44.2358344064311,-76.7283650414679,
3682,3683,Ontario,Ernestown,10.0,ERN2,2/5,2000.0,82.0,98.0,Enercon,E-82/2000,2015,44.2396020491186,-76.7209255981099,
3683,3684,Ontario,Ernestown,10.0,ERN3,3/5,2000.0,82.0,98.0,Enercon,E-82/2000,2015,44.2272028694124,-76.7196049138827,
3684,3685,Ontario,Ernestown,10.0,ERN4,4/5,2000.0,82.0,98.0,Enercon,E-82/2000,2015,44.2193427579142,-76.717955101923,
3685,3686,Ontario,Ernestown,10.0,ERN5,5/5,2000.0,82.0,98.0,Enercon,E-82/2000,2015,44.2207315766405,-76.7145746078773,
3686,3687,Ontario,Goshen Wind Energy,102.0,GOS1,1/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.4029193663914,-81.6110490992695,
3687,3688,Ontario,Goshen Wind Energy,102.0,GOS2,2/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.395634700081,-81.6111390071763,
3688,3689,Ontario,Goshen Wind Energy,102.0,GOS3,3/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.399177005975,-81.6045250161984,
3689,3690,Ontario,Goshen Wind Energy,102.0,GOS4,4/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3902252873162,-81.6092494851914,
3690,3691,Ontario,Goshen Wind Energy,102.0,GOS5,5/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3925421339942,-81.6013722387883,
3691,3692,Ontario,Goshen Wind Energy,102.0,GOS6,6/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3173180245969,-81.6726004468778,
3692,3693,Ontario,Goshen Wind Energy,102.0,GOS7,7/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3924714548208,-81.6330609617914,
3693,3694,Ontario,Goshen Wind Energy,102.0,GOS8,8/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3818141406186,-81.6537340794895,
3694,3695,Ontario,Goshen Wind Energy,102.0,GOS9,9/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3842760961089,-81.6348904960152,
3695,3696,Ontario,Goshen Wind Energy,102.0,GOS10,10/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3809308596043,-81.6268149479868,
3696,3697,Ontario,Goshen Wind Energy,102.0,GOS11,11/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3695083595503,-81.6560511169564,
3697,3698,Ontario,Goshen Wind Energy,102.0,GOS12,12/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3654428166952,-81.6309319991437,
3698,3699,Ontario,Goshen Wind Energy,102.0,GOS13,13/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3549807401222,-81.6264891845403,
3699,3700,Ontario,Goshen Wind Energy,102.0,GOS14,14/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3571922856001,-81.5775015072674,
3700,3701,Ontario,Goshen Wind Energy,102.0,GOS15,15/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3474255449851,-81.5783661189637,
3701,3702,Ontario,Goshen Wind Energy,102.0,GOS16,16/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3488510307594,-81.5683064438335,
3702,3703,Ontario,Goshen Wind Energy,102.0,GOS17,17/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3421405784061,-81.5671786151154,
3703,3704,Ontario,Goshen Wind Energy,102.0,GOS18,18/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3323793732071,-81.5877805769223,
3704,3705,Ontario,Goshen Wind Energy,102.0,GOS19,19/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3239372907688,-81.5850424471653,
3705,3706,Ontario,Goshen Wind Energy,102.0,GOS20,20/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3187273155514,-81.5874337584969,
3706,3707,Ontario,Goshen Wind Energy,102.0,GOS21,21/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3205793693335,-81.5659897923662,
3707,3708,Ontario,Goshen Wind Energy,102.0,GOS22,22/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3112047398248,-81.5937200347724,
3708,3709,Ontario,Goshen Wind Energy,102.0,GOS23,23/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3105490319385,-81.5684747419622,
3709,3710,Ontario,Goshen Wind Energy,102.0,GOS24,24/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.3063581712074,-81.5580415970674,
3710,3711,Ontario,Goshen Wind Energy,102.0,GOS25,25/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2904908197972,-81.5542333917991,
3711,3712,Ontario,Goshen Wind Energy,102.0,GOS26,26/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2867914457561,-81.5594643667339,
3712,3713,Ontario,Goshen Wind Energy,102.0,GOS27,27/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2721995409438,-81.5766749689275,
3713,3714,Ontario,Goshen Wind Energy,102.0,GOS28,28/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.290442228904,-81.5810391074882,
3714,3715,Ontario,Goshen Wind Energy,102.0,GOS29,29/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2892397764285,-81.588567161163,
3715,3716,Ontario,Goshen Wind Energy,102.0,GOS30,30/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2845390929591,-81.5862843635239,
3716,3717,Ontario,Goshen Wind Energy,102.0,GOS31,31/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2803623632038,-81.6059380489056,
3717,3718,Ontario,Goshen Wind Energy,102.0,GOS32,32/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2742534530553,-81.6063928131318,
3718,3719,Ontario,Goshen Wind Energy,102.0,GOS33,33/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2669272488489,-81.6088701740511,
3719,3720,Ontario,Goshen Wind Energy,102.0,GOS34,34/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2671366979133,-81.628482826375,
3720,3721,Ontario,Goshen Wind Energy,102.0,GOS35,35/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2748663381575,-81.6303020127892,
3721,3722,Ontario,Goshen Wind Energy,102.0,GOS36,36/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2669524348375,-81.6531142358424,
3722,3723,Ontario,Goshen Wind Energy,102.0,GOS37,37/63,1600.0,100.0,80.0,GE,GE 1.6-100,2015,43.2766042878737,-81.6531697505782,
